GlobalID,system_type,survey_year,native_cover,native_indicators,plant_community,state,state_daren,state_condensed
7d8e39b7-b817-4b13-8cbd-f1393b61e312,lowland_grassland,2014,N75,I1,Herb,19,18,12
19bf6b7c-1de1-4952-abce-fa276d29c7b9,lowland_grassland,2008,N75,,Herb,,,
2a6c3aab-af0a-40ed-8855-d3cfdfac58f6,wet_meadow,2014,N75,,Herb,,,
623d8d5f-009a-41f2-a154-c35ec5d0f13b,upland_grassland,2018,,,,,,
d01781d6-a9f5-454a-86f6-f69aa9503a91,lowland_grassland,2008,N75,I0,Herb,18,16,10
8dad722d-11ae-43c7-b838-cc13948e7d0a,lowland_grassland,2011,N75,I0,Herb,18,16,10
e74ce645-c5ac-45b6-b966-6dce68c1d1e1,wet_meadow,2014,N75,I0,Herb,18,16,10
c3972175-c1d8-40f2-a5c8-21c5294909aa,upland_grassland,2018,N25,I0,Herb,7,6,6
4ba053b9-0452-4261-8e9c-29e2dd45bb19,wet_meadow,2008,N75,,Herb,,,
3f2bfefc-0142-4ff0-a28a-0aa50204aa54,upland_grassland,2008,N75,I1,Herb,19,18,12
4cbac1c5-fdf1-4c15-b104-16e4f0be08f3,upland_grassland,2011,N75,I1,Herb,19,18,12
5ab32082-60e2-4910-b2e4-30f541278685,upland_grassland,2008,N50,I1,Herb,13,12,8
3c5a888f-6f3d-4c6f-a940-8f70ee49d9f9,upland_grassland,2011,N75,I1,Herb,19,18,12
5b668bbd-78e4-419f-8bdb-44075f894377,lowland_grassland,2008,N75,I1,Herb,19,18,12
5a831fff-415c-4dcd-9dff-ee904bdde546,lowland_grassland,2011,N75,I1,Shrub,16,17,11
f880d063-7ea3-47fb-922d-9ec75dcc74f1,upland_grassland,2014,N75,I1,Shrub,16,17,11
3bfb6c0c-df4d-49ee-a1cd-70a35c8cae4f,not_recorded,2018,N25,I0,Herb,7,6,6
f620f727-3fce-49d5-86d4-35cc3365d8f6,lowland_grassland,2008,N75,I1,Herb,19,18,12
fe258d32-4023-4646-9079-def6d1ae1b51,lowland_grassland,2011,N75,I0,Herb,18,16,10
3d0fb5c4-ed0d-4400-b118-732ee980dc73,upland_grassland,2014,N75,I1,Shrub,16,17,11
f490a68a-1e3e-42e6-beb3-36c501453524,wet_meadow,2018,N75,I0,Herb,18,16,10
6c3585e5-d2cf-490c-b488-e058af344d4b,wet_meadow,2008,N75,,Herb,,,
c04342fa-5f76-4ed9-9f13-a13baa7c3488,upland_grassland,2014,N75,I1,Herb,19,18,12
56e2f890-f424-43f7-8321-f929a5bcae82,wet_meadow,2018,N50,I0,Herb,12,10,6
36718a3c-e613-495f-bc36-10c67c78ce43,upland_grassland,2008,N75,I2,Herb,20,20,12
0705e024-2935-4425-a090-292cb2a38d11,upland_grassland,2011,N75,I0,Shrub,15,15,9
1352ebe1-12fe-4022-935f-045392f9bb51,upland_grassland,2014,N75,I1,Shrub,16,17,11
327f3319-705e-4044-b2e2-b621b4f68687,upland_grassland,2018,N50,I1,Shrub,10,11,7
697ae900-2ab8-4fe2-8b37-cf889c48f1ce,upland_grassland,2008,N75,I2,Herb,20,20,12
12cee0c3-cd69-49bc-b036-eae74219741f,upland_grassland,2011,N75,I2,Herb,20,20,12
70826e0c-b98e-4355-898c-f4ea53fb418d,upland_grassland,2014,N75,I2,Shrub,17,19,11
eab17992-d705-44dd-9295-bfc42a97dd93,upland_grassland,2018,N50,I2,Herb,14,14,8
93a6eda5-1287-4c8b-98cd-77479c4deb98,upland_grassland,2008,N50,I1,Shrub,10,11,7
9e5f9651-d78a-4a18-b44c-5750a71adf0e,upland_grassland,2011,N75,I0,Shrub,15,15,9
dc9c3f89-3052-4ce8-b006-a3c33c96066e,upland_grassland,2014,N25,I0,Shrub,5,5,5
8da833c1-0278-48d4-9e27-244e3d74f4dd,upland_grassland,2018,N25,I0,Herb,7,6,6
982e0f95-f636-4e14-9914-7c7c8254d321,lowland_grassland,2008,N0,I0,Herb,3,2,2
426d2ef3-3507-4b2d-b6bf-be4d9a3ead3c,lowland_grassland,2011,N75,I0,Herb,18,16,10
243578bf-d422-4016-ac18-1c65c935a71e,lowland_grassland,2014,N75,,Herb,,,
7244a23c-1900-45d0-b711-297c5243d45c,not_recorded,2018,N50,,Herb,,,
9678d837-09a3-4050-8b06-5483512101aa,upland_grassland,2008,N50,I1,Shrub,10,11,7
5ec75d48-fcfe-4bd2-8da4-69a0d04c5784,upland_grassland,2011,N75,I0,Shrub,15,15,9
adac1668-a433-4ac1-96c3-15af26b348b2,upland_grassland,2014,N0,I0,Shrub,1,1,1
4c4d2227-1d96-4754-aa54-b802b7a4fc5d,upland_grassland,2018,N25,I0,Herb,7,6,6
b411ab70-edef-4e8a-86cb-93510ed4fca8,upland_grassland,2008,N25,I0,Herb,7,6,6
04233db2-b0c0-40f5-ba36-df854f758e20,upland_grassland,2011,N75,I0,Herb,18,16,10
13ee4b14-7fb9-4a00-be52-c25ae995d950,upland_grassland,2014,N25,I0,Herb,7,6,6
1cd13b71-2da0-432a-b370-9f66c32386a1,upland_grassland,2018,N0,I0,Herb,3,2,2
e4b4aaad-59b0-4f2f-beda-c5c8416992c4,lowland_grassland,2008,N75,,Herb,,,
62d43105-eefa-40a9-bb69-977a12f70c81,lowland_grassland,2011,N75,,Herb,,,
698133e1-95e8-4fb7-a426-402b4d887958,wet_meadow,2014,N75,I0,Shrub,15,15,9
92bbb1d9-df49-49c1-94c6-a6b0abf97637,lowland_grassland,2018,N75,I0,Herb,18,16,10
9bbfc728-bb13-4ead-98d4-b45fe6fed563,lowland_grassland,2008,N75,,Herb,,,
f4e52c6a-5a1f-45dc-ba48-0122d029ce85,lowland_grassland,2011,N0,I0,Herb,3,2,2
4a6d0757-0ab1-4adf-aa8d-98c89cb423c1,upland_grassland,2014,N0,I0,Herb,3,2,2
932c049a-6c89-4e83-bd5b-6207c305e381,not_recorded,2018,N25,I1,Herb,8,8,8
c85e737c-fd17-47d8-95e3-b18c22dc9f32,upland_grassland,2008,N50,I1,Shrub,10,11,7
582d681a-48ed-42cb-aaf0-252d4e3707f6,upland_grassland,2011,N75,I0,Shrub,15,15,9
e44c756f-7479-4743-8a8d-f6f6d6966874,wet_meadow,2008,N75,I0,Herb,18,16,10
0e5f7692-5646-4edb-8fe5-fec4671040aa,wet_meadow,2011,N75,I2,Shrub,17,19,11
276f3a9b-333a-4d18-8aaf-fe38540bb638,upland_grassland,2014,N75,I1,Shrub,16,17,11
a964b96d-2c79-40af-8a8d-c4ec74344fb6,upland_grassland,2008,N50,I1,Herb,13,12,8
dc672fb8-55cc-4c82-9a90-79f3cb6ce2ec,upland_grassland,2011,N75,I0,Shrub,15,15,9
4b6699c2-1bed-4c2a-a520-d51a9247a90e,upland_grassland,2008,N50,,Shrub,,,
54e55c4e-02ea-40a9-8327-392ec07678bb,upland_grassland,2011,N0,,Shrub,,,
04b8cbc1-0d27-4a4f-94d1-7ff64a81d645,upland_grassland,2014,N75,,Shrub,,,
c53e410d-f875-455d-83fa-3482f45900f0,upland_grassland,2018,N25,,Herb,,,
4260a298-77e8-4f42-b570-827b42c0e7f2,wet_meadow,2008,N75,,Herb,,,
4994bff0-ab50-4cc3-8d58-fe5db97c4556,wet_meadow,2008,N75,,Herb,,,
b0f35858-d125-4566-b2ea-23752d9f3b29,lowland_grassland,2008,N0,I0,Herb,3,2,2
9e768d3c-e71d-4803-ba4b-3a9dbf5c9fe5,lowland_grassland,2011,N0,I0,Herb,3,2,2
da92f479-cca1-4f06-bb56-9db4b383800a,lowland_grassland,2014,N0,,Herb,,,
dfabfa5c-8c5b-4f0a-97db-c5f65aa1e448,not_recorded,2018,N25,,Herb,,,
7064114c-46c4-4a8c-944c-2b9edaadba48,lowland_grassland,2008,N75,I0,Herb,18,16,10
fbbfd58b-0e46-4f0a-9e3f-410bf4089bb0,lowland_grassland,2011,N75,,Herb,,,
e6892111-f67d-4c10-a4db-98da81373d51,lowland_grassland,2014,N75,,Herb,,,
d6f48d35-ecb7-4527-99fc-bef288b4edb6,not_recorded,2018,N50,I0,Herb,12,10,6
43394e37-e095-4e71-84d2-60fb8c3b1c6c,upland_grassland,2008,N50,I1,Herb,13,12,8
f9628857-6182-4129-b727-1c179ec4caf7,upland_grassland,2011,N25,I0,Shrub,5,5,5
384ba6eb-4dda-4a5c-ae79-0e1e9c87152f,upland_grassland,2014,N75,I1,Shrub,16,17,11
c1b511ad-58c0-42b2-945f-163120b7f148,not_recorded,2018,N25,I0,Herb,7,6,6
86a1f956-bfa5-4df8-b2fe-e6fa8da3cfb1,upland_grassland,2008,N50,I1,Herb,13,12,8
173fe0ac-c1a8-46cc-8065-518d2dca06a8,upland_grassland,2011,N50,I0,Herb,12,10,6
0fcf8425-e927-4c79-96d1-36601cc7ae99,lowland_grassland,2014,N25,I0,Herb,7,6,6
7ad3eb09-3336-486b-8d83-a20a4fa7d0b4,not_recorded,2018,N25,I1,Shrub,6,7,7
06895f57-edf1-4485-aa3d-7447d322a2b4,upland_grassland,2008,N0,I0,Herb,3,2,2
9eccdf44-d721-4da7-bad5-6c7b8049f363,upland_grassland,2011,N0,I0,Herb,3,2,2
e29d4567-68dd-440e-ac30-4e4dbb8d1e79,upland_grassland,2014,N0,I0,Herb,3,2,2
264acc12-3edd-4bbd-bdc8-5cfe828c93c5,upland_grassland,2018,N25,I0,Herb,7,6,6
c8ef6b46-846f-4710-85b0-30ba81099dde,upland_grassland,2008,N50,I0,Herb,12,10,6
96adb0b8-a15b-439d-b3ec-2ea79992a9ff,upland_grassland,2011,N0,I0,Herb,3,2,2
d6836b9a-262e-4105-b25f-ffec5afd9049,lowland_grassland,2014,N50,,Herb,,,
a96a8919-0ba8-4fe3-a2af-f32b4aaae144,upland_grassland,2018,N50,I0,Herb,12,10,6
47f6de9a-f51e-4f9a-9338-f66f1da9d63a,upland_grassland,2008,N25,I0,Herb,7,6,6
1954cbbb-c5c7-446b-ac8d-9b40d3718020,upland_grassland,2011,N50,I1,Shrub,10,11,7
3512a5ef-9ce6-4ef3-a8f7-22acce505528,upland_grassland,2014,N50,I1,Shrub,10,11,7
63283084-5078-4e2f-97c8-db7ace6b460f,lowland_grassland,2015,N25,I1,Shrub,6,7,7
a4ed78b3-62ac-4254-bcad-fd9ac99422fc,upland_grassland,2016,N50,I0,Shrub,9,9,5
54025af3-cacd-4b95-91ec-9f2059df6573,upland_grassland,2017,N50,I0,Shrub,9,9,5
7d4d8e72-971f-4c74-b175-4e6387ce4f8c,lowland_grassland,2008,N50,I1,Shrub,10,11,7
9b47579c-eb8d-4c6a-a626-61b9264eaf01,lowland_grassland,2011,N75,I2,Shrub,17,19,11
a0a31e0e-a55e-4756-804e-e4a4bad51fda,upland_grassland,2014,N75,I2,Shrub,17,19,11
b7e5690f-e610-405b-af7e-ad10a80cef49,lowland_grassland,2015,N50,I1,Shrub,10,11,7
e841bb8a-faa3-401d-b99f-6f75bc8b8c4c,upland_grassland,2016,N75,I1,Shrub,16,17,11
79b011d7-a0b6-4ab6-a2c4-88668284b0f7,upland_grassland,2017,N50,I0,Herb,12,10,6
e8e01893-601b-4387-abdd-3f254bd610ec,wet_meadow,2008,N75,I1,Herb,19,18,12
2f1500fb-a043-4021-9f76-54793c09a2ab,wet_meadow,2014,N75,I1,Shrub,16,17,11
6c346d27-5988-4cb0-9d52-ceb5db0b0026,wet_meadow,2015,N75,,Herb,,,
704324d3-6e96-4e6c-8c2d-ab269ee80bf8,wet_meadow,2016,N75,I0,Herb,18,16,10
b90685cd-2613-4249-ac0c-8133b21fd5d8,upland_grassland,2008,N75,I1,Herb,19,18,12
1c0ddb1e-1841-407f-81cf-01a2ce568303,upland_grassland,2011,N75,I1,Herb,19,18,12
1efb8ce0-97d9-4676-8b88-50f4f2455212,upland_grassland,2014,N75,I1,Shrub,16,17,11
3db8a96d-4885-4d22-a94c-ffae7e4014a9,lowland_grassland,2015,N75,I1,Shrub,16,17,11
dc5e4853-4a50-4f19-995e-5ac758404c36,lowland_grassland,2016,N50,I1,Shrub,10,11,7
d19be43b-5f78-470f-aea2-fac28b81fa63,lowland_grassland,2017,N75,I1,Herb,19,18,12
5e9a08c9-b1a8-4e0e-b441-3277f7358e16,wet_meadow,2008,N75,I1,Herb,19,18,12
b33bf41e-d64a-45ae-89cd-bfaa3ab9cedc,wet_meadow,2011,N50,I1,Shrub,10,11,7
84b6649d-8ffa-472a-a003-e0885ab09b4d,upland_grassland,2014,N75,I1,Shrub,16,17,11
9903876f-3c7f-4980-bdc0-de5b45717d01,lowland_grassland,2015,N75,I1,Herb,19,18,12
f95f273b-dae2-4b05-b774-fcc28f928475,lowland_grassland,2016,N75,I0,Shrub,15,15,9
62c04a98-af40-4c21-915d-f455f03d71f8,wet_meadow,2017,N75,I1,Herb,19,18,12
c7b365e4-0688-4838-ad81-4b0df290d58f,wet_meadow,2008,N50,I2,Herb,14,14,8
d5062979-3846-4462-a396-e79c47ba5d49,wet_meadow,2011,N75,I1,Shrub,16,17,11
75ca051b-1d41-4bb9-b521-cfd63aaeda63,wet_meadow,2014,N75,I1,Shrub,16,17,11
ace294e6-002c-4078-a459-8a72435bb31c,lowland_grassland,2015,N75,I1,Herb,19,18,12
f0a549cf-e6ae-4c96-829b-449924f76626,lowland_grassland,2016,N50,I0,Herb,12,10,6
20b88670-29ff-41f0-a115-a0a7c71bd60f,wet_meadow,2017,N25,I2,Herb,8,8,8
a5804d8b-6363-40ee-87d4-cf64cce81757,upland_grassland,2008,N50,I0,Shrub,9,9,5
70f2dcef-ee8a-4a06-ad63-d40077219c51,upland_grassland,2011,N50,I0,Shrub,9,9,5
05e92802-8e73-48b6-938d-7903f5c26346,upland_grassland,2014,N50,I1,Shrub,10,11,7
07f2e7f7-6423-48ed-8cc1-dc2a2bc28239,lowland_grassland,2015,N75,I1,Shrub,16,17,11
c764fd4f-7808-4e81-a76b-b5e68cef2f7b,upland_grassland,2016,N50,I0,Shrub,9,9,5
27f644a1-d044-46ed-9ad8-aa8d58bd2b07,upland_grassland,2017,N50,I0,Shrub,9,9,5
78d985a6-6981-48f5-bf7c-885f3175443a,lowland_grassland,2008,N75,I0,Herb,18,16,10
3d288441-3d0c-4abe-9ccf-af316cccad1c,lowland_grassland,2011,N75,,Shrub,,,
5008f48d-2499-4689-a18f-a0ad60fec825,lowland_grassland,2008,N75,I1,Herb,19,18,12
4189b412-adaa-4b2a-a7f1-53e313915edf,lowland_grassland,2011,N75,,Herb,,,
1e2da801-44cd-440c-a4ac-c50febf7c302,lowland_grassland,2014,N50,I0,Herb,12,10,6
3cf4e7a4-2dce-45f0-ad8a-53aef8ab43fb,not_recorded,2018,N50,I0,Herb,12,10,6
03e23e78-5b8c-4c82-b967-486b8ceabf09,not_recorded,2018,N50,I0,Herb,12,10,6
1f878eca-c70a-4716-bb71-702218d6d06b,wet_meadow,2008,N75,I0,Herb,18,16,10
b078c5c4-5b3a-48c0-afef-477c19696713,lowland_grassland,2008,N75,I1,Herb,19,18,12
badd79ad-a798-4f28-b324-a9d7879878fb,lowland_grassland,2011,N75,I0,Shrub,15,15,9
c27716bc-fb8e-48e7-93fa-2c97a7bdc965,wet_meadow,2008,N75,,Herb,,,
37f4b0e6-fc17-42fb-9bc1-f9621b55b547,lowland_grassland,2008,N75,I0,Herb,18,16,10
dad7dfb1-e526-41ba-9e03-181288ec6694,lowland_grassland,2011,N75,I0,Shrub,15,15,9
383a8425-1b96-407d-9e79-3f39558d5381,wet_meadow,2008,N0,,Herb,,,
023f725c-d8b3-407e-8430-3db091f21061,wet_meadow,2011,N75,,Herb,,,
2b497caa-1822-4aad-b463-ebbeaaecc8a4,upland_grassland,2008,N75,I2,Herb,20,20,12
579ea185-cd18-4dab-a00c-9b35b589556b,upland_grassland,2011,N0,I1,Shrub,2,3,4
6f622f9a-dd78-4dec-a612-34222f55bdd9,not_recorded,2014,N0,I1,Shrub,2,3,4
1532eccd-1d9a-4162-a217-e2ba4fd7fb4a,lowland_grassland,2015,N50,I1,Shrub,10,11,7
384d0ef3-2494-45d8-a309-e81b0c8a05a7,lowland_grassland,2016,N25,I0,Shrub,5,5,5
8b87baa8-cac2-4d8a-8cf3-536043ba6b7e,lowland_grassland,2017,N50,I1,Shrub,10,11,7
c2822404-b60e-49b6-9a5c-a2ef989665fc,upland_grassland,2008,N50,I0,Herb,12,10,6
1c925f2e-ae37-4014-a532-faff9485a5c9,upland_grassland,2010,N50,,Herb,,,
6e0b5570-e4bd-473c-a520-1f380b929fc9,upland_grassland,2011,N75,I0,Herb,18,16,10
03838d3d-2a35-438c-90ca-bd3851839e77,upland_grassland,2008,N50,I0,Herb,12,10,6
a498b062-777b-430a-b2e3-197fa06fb503,upland_grassland,2010,N25,,Herb,,,
fccce7a2-302a-4ee7-aecb-aa2037e982ff,upland_grassland,2011,N75,I0,Herb,18,16,10
e62beab2-8aee-4b34-91b0-65707fde7db5,upland_grassland,2008,N50,I0,Herb,12,10,6
3b9549ff-06aa-49cb-8c97-085604d02bdc,upland_grassland,2010,N25,,Herb,,,
d4fc7d6b-16ce-4196-8811-164715e4b416,upland_grassland,2011,N0,I1,Herb,4,4,3
4d0a8b2f-d912-487a-8a49-57a8d005e707,upland_grassland,2008,N25,I0,Herb,7,6,6
b6785620-11a4-4969-b78c-9e5341c197eb,upland_grassland,2011,N75,,Herb,,,
38726e40-3c9e-4e6d-ab4e-d0a3859edf46,upland_grassland,2014,N75,,Herb,,,
3eb292cf-af5b-465a-9d8c-beefd54febf0,wet_meadow,2017,N75,,Herb,,,
038485e5-fbab-44a1-84fc-241e7ccd83c4,upland_grassland,2008,N25,I1,Herb,8,8,8
65fb06cb-693e-45fe-a744-3702bcbb7962,upland_grassland,2011,N0,I1,Herb,4,4,3
1468c3f0-f6ae-4b34-9a4c-848384685d82,upland_grassland,2014,N75,I1,Herb,19,18,12
51e917d5-bd1f-474d-b580-d28163d57c7f,upland_grassland,2017,N0,,Herb,,,
400072bf-7ce6-4794-8bfb-07c0d8ad7de0,upland_grassland,2008,N50,I0,Herb,12,10,6
cbad4b68-dd4d-4b3d-901a-ae8cb27f548c,upland_grassland,2011,N25,,Herb,,,
940657d6-4bc2-42cd-aa40-63bbf95d14ed,upland_grassland,2014,N25,I0,Herb,7,6,6
fae5e851-2cba-44dd-8b7b-f2ebe6d2e6bd,lowland_grassland,2017,N50,I1,Herb,13,12,8
11a17ea3-940f-48f0-b670-ccfa644a3ce9,upland_grassland,2008,N50,I0,Herb,12,10,6
9f2df41c-d545-4dc9-9356-d5501ca95c0e,upland_grassland,2011,N75,I2,Herb,20,20,12
a65f3d2f-bf51-49a2-a61d-e01e6a1311c4,upland_grassland,2017,N25,I0,Herb,7,6,6
e64ea7c8-02cc-4068-90f3-3b63d55c0bbc,upland_grassland,2014,N25,,Herb,,,
4e1fa86a-3e2c-4877-9b45-c881b176d1ee,upland_grassland,2008,N50,I0,Herb,12,10,6
43274214-c722-41de-b34a-1f7939703ae8,upland_grassland,2011,N50,I1,Shrub,10,11,7
d1623916-61b3-405a-83e3-afed9b83e33d,upland_grassland,2014,N50,I0,Herb,12,10,6
b37e67ff-e070-477b-83c9-04139f38448b,upland_grassland,2017,N50,I1,Herb,13,12,8
1127022c-1234-45a5-a03a-c29a3c54ab73,upland_grassland,2008,N50,I0,Herb,12,10,6
e09d08b1-8a51-4965-ad13-eb60f138c2e8,upland_grassland,2011,N0,I0,Shrub,1,1,1
fd6b32a2-5362-41c6-83a4-6898c3072db4,upland_grassland,2014,N25,I0,Herb,7,6,6
bd506952-1c43-4a0e-ba94-28862fa75d67,lowland_grassland,2017,N25,I0,Herb,7,6,6
9d8f5efc-d226-49d2-97be-f35485ccf64a,upland_grassland,2008,N25,I0,Herb,7,6,6
08110ce8-c500-4579-9646-fc915d862aec,upland_grassland,2011,N25,I1,Herb,8,8,8
04086ca7-2e76-469b-acea-38edc9975c40,upland_grassland,2014,N0,,Herb,,,
4069d16c-02b7-4507-9c9a-2841dfb3f3b3,upland_grassland,2017,N25,I0,Herb,7,6,6
0b43eb68-47fc-4c66-8632-01911fb50c1a,upland_grassland,2008,N50,I0,Herb,12,10,6
9f680e1a-1c13-4c09-8724-1fd2259a93f5,upland_grassland,2011,N25,I0,Herb,7,6,6
d484c612-3386-4625-a5e4-ea3eae6dc7c5,upland_grassland,2014,N0,I0,Herb,3,2,2
12b97d6d-6c33-40b6-84cd-6774c06dfb1c,upland_grassland,2017,N25,I0,Herb,7,6,6
2de31980-92db-4f65-a551-eadb47e49115,upland_grassland,2008,N75,I0,Shrub,15,15,9
92f9c7b3-a574-4577-a3c1-b31a8f7a0b38,upland_grassland,2011,N50,I0,Herb,12,10,6
f8fdf92f-d7c4-4f0f-a0e2-81d907081166,upland_grassland,2014,N25,I0,Herb,7,6,6
724976ca-9fa2-451e-b972-2113b922b069,lowland_grassland,2017,N50,I0,Shrub,9,9,5
226fe33e-74a3-4d6a-9a29-d8caf7397626,upland_grassland,2008,N0,I0,Herb,3,2,2
cd128b40-b7bb-459c-a86b-77083512ecb8,upland_grassland,2011,N0,I0,Herb,3,2,2
d5c744a8-e61a-454b-9f3c-a5c3c300ca1f,upland_grassland,2014,N0,I0,Herb,3,2,2
faec9280-9762-42a4-a864-9c44cec4b671,upland_grassland,2017,N25,I1,Herb,8,8,8
73ae8375-193b-485c-85a3-e102ce4d54b2,upland_grassland,2008,N25,I0,Herb,7,6,6
347b3b21-78a5-453a-8ed1-52341dede2cb,upland_grassland,2011,N25,I0,Herb,7,6,6
59fbb23f-b3a0-4f71-adda-e0757765114d,upland_grassland,2014,N0,I1,Herb,4,4,3
25ca4051-52f6-4464-abc1-70cb4c3d1b70,upland_grassland,2017,N25,I0,Herb,7,6,6
57f9a91d-96e0-4c84-9c40-01ef5a2271f8,upland_grassland,2008,N0,,Herb,,,
02856cb6-11aa-4999-875c-6f34c443d174,upland_grassland,2010,N25,,Herb,,,
26e1dab9-b834-4945-9e17-dd0038877b64,upland_grassland,2011,N0,I0,Herb,3,2,2
fc0a4a89-30fc-44d7-9baa-7180714f3122,upland_grassland,2008,N50,I1,Herb,13,12,8
6df05d07-ea8f-4fec-8496-819453739b56,upland_grassland,2010,N25,I1,Herb,8,8,8
0cad07aa-310f-482b-a919-03d959c48d0c,upland_grassland,2011,N75,I1,Herb,19,18,12
ac0ec0ad-80f1-43e0-a472-2092cc6bf17e,upland_grassland,2008,N25,I0,Shrub,5,5,5
eed11eb6-9c6a-4ed7-9019-974fa7ba9aaf,upland_grassland,2010,N25,,Herb,,,
090ffde8-35d7-436b-b8a8-8cd7a58e7155,upland_grassland,2011,N0,I0,Shrub,1,1,1
df103d80-4337-4bf0-a375-845cdbab8d5e,upland_grassland,2008,N25,I1,Shrub,6,7,7
07f33f0f-275d-42f5-86cd-92f5e8db3d7d,upland_grassland,2010,N25,I0,Herb,7,6,6
579b6b8f-2bcc-49e5-8758-02e8511db66a,upland_grassland,2011,N25,I0,Herb,7,6,6
8e48f647-8308-4273-bcce-213f67a4c75b,upland_grassland,2008,N25,I0,Herb,7,6,6
6b0fa5d2-d4d7-4681-a8e0-79241615476c,upland_grassland,2011,N50,I0,Herb,12,10,6
2f4ce1d5-90df-4a7d-b044-1f1a04521ac0,upland_grassland,2014,N0,I0,Shrub,1,1,1
54e37e9f-d7d1-4f58-9b15-8f92c5f9d1a2,upland_grassland,2017,N75,,Herb,,,
e8296398-f5e7-4bf4-b737-d89771b4f9b9,upland_grassland,2008,N50,,Herb,,,
7ca1192c-9e74-48c9-ba81-b3742ec4dc9e,upland_grassland,2011,N0,,Herb,,,
a8f3a770-5fe1-4108-beb4-4e0c263fa2d6,lowland_grassland,2014,N0,I0,Herb,3,2,2
37d32158-9515-4fde-956c-832ad92e9cbc,upland_grassland,2017,N50,,Herb,,,
12a4ff34-5ffd-4cec-842e-6f9372d9b9e2,upland_grassland,2008,N50,I1,Herb,13,12,8
da571a96-7338-45bf-ae9b-d5f1f2996da8,upland_grassland,2011,N75,I1,Herb,19,18,12
bf748cde-4a3d-4e58-94cf-55f551d19c9f,upland_grassland,2014,N50,I1,Herb,13,12,8
2937fba6-c3d2-4e55-832c-9512fb358138,upland_grassland,2017,N75,I2,Herb,20,20,12
71064afe-a9e3-4331-8e5d-ca89f252d0cb,upland_grassland,2008,N50,I0,Shrub,9,9,5
77e21383-4958-4a75-bb83-500112b94d96,upland_grassland,2011,N50,I1,Shrub,10,11,7
9f65d6cf-7ede-4bc8-983f-03cba81ff748,upland_grassland,2008,N75,I2,Herb,20,20,12
672eef89-b29d-46fb-9003-a8e5ef1efb08,upland_grassland,2011,N75,I2,Herb,20,20,12
d9bef6c9-dbb9-4bb5-9809-d86903843f22,upland_grassland,2014,N75,I2,Herb,20,20,12
2f856921-6386-4683-a56e-50a0fe3000cf,upland_grassland,2017,N50,I1,Herb,13,12,8
d1e969f2-7317-4f27-9088-dfa38b512066,wet_meadow,2008,N50,I0,Herb,12,10,6
9fb90f23-dcc9-4cc2-9ed5-048dddae358e,wet_meadow,2011,N50,I0,Herb,12,10,6
0a1c14f6-ec2b-43e8-a26d-d4a636e0f466,lowland_grassland,2014,N75,I0,Herb,18,16,10
58aeba08-9dd4-4b7e-8cac-d4e8f4ec0cfc,wet_meadow,2017,N25,I0,Herb,7,6,6
c585408d-bed1-480a-b51b-1b9e7e5ada49,upland_grassland,2008,N25,I0,Shrub,5,5,5
f586969e-6580-4f87-9008-baf4f17a9156,upland_grassland,2011,N50,I0,Shrub,9,9,5
1d9f3f0e-ed96-4601-9322-1be6550e46d4,upland_grassland,2014,N0,I1,Shrub,2,3,4
80a595c7-7388-42fb-bfe0-60979b7cc330,upland_grassland,2017,N50,I0,Herb,12,10,6
f853346d-d0f3-455f-b6b6-f568e6a027b8,upland_grassland,2008,N50,I1,Shrub,10,11,7
e01d8b0c-c5e2-450c-8b8b-f4c17cc2caf5,upland_grassland,2011,N0,I0,Herb,3,2,2
1f834890-5a91-477e-8402-6a8acfb09901,upland_grassland,2017,N75,,Herb,,,
ae563095-92c5-4b1e-985b-a8e923e41631,upland_grassland,2008,N75,I2,Herb,20,20,12
45d0f217-91fb-4782-8ffb-74098d52fb6c,upland_grassland,2011,N75,I2,Herb,20,20,12
b16de134-0c47-461a-b0d8-f9c8083d92e9,upland_grassland,2014,N75,I1,Herb,19,18,12
2e732915-3688-4b95-bd8a-65b6492b4e9a,upland_grassland,2017,N50,,Herb,,,
70734ac5-4f10-4177-82e0-33ddd62836be,upland_grassland,2008,N0,I0,Shrub,1,1,1
8852c0cc-3679-4e69-a06c-9c1b588c19cb,upland_grassland,2014,N75,I1,Shrub,16,17,11
ab0a69e9-9705-47af-bb26-bea5f2db685b,upland_grassland,2017,N0,I1,Shrub,2,3,4
df1e34e8-1a6a-40f6-8e7a-8bd6a386b0a5,upland_grassland,2008,N0,,Herb,,,
eb8b5b89-a846-494d-b0c4-4895170502a4,upland_grassland,2011,N0,,Herb,,,
de651e42-ea4f-4717-8031-ecc4bcd27e2d,upland_grassland,2014,N25,,Herb,,,
ed1e870f-f9fa-4740-9c5c-093bf8690498,upland_grassland,2017,N75,,Herb,,,
6a7f116e-052b-426b-9d9e-6f54ab019ebc,upland_grassland,2008,N0,I0,Herb,3,2,2
697fa055-e3e2-4177-bd58-bb20561c270a,upland_grassland,2011,N50,I1,Herb,13,12,8
c52f3fcb-da4c-42cc-b818-f6b907a6357c,upland_grassland,2014,N0,,Herb,,,
d2b41155-fef8-40df-a8a3-bf83f1b046cc,upland_grassland,2017,N75,I0,Herb,18,16,10
bccfac76-98bf-4531-93ca-d97432d37528,upland_grassland,2008,N0,,Herb,,,
36f90a6f-0a80-4e8b-b620-4521b61deba2,upland_grassland,2011,N0,,Herb,,,
