site_id,mgmt_unit_id,survey_year,action,native_cover,native_indicators,plant_community,state,state_daren,state_condensed,state_binary
32,102,2009,Rest,N25,I1,Herb,8,8,8,4
32,102,2011,Burn,N0,I0,Herb,3,2,2,2
32,102,2011,Burn,N75,I2,Herb,20,20,12,8
32,102,2012,Rest,N25,I0,Herb,7,6,6,2
32,102,2012,Rest,N50,I1,Herb,13,12,8,8
32,102,2013,Rest,N50,I1,Herb,13,12,8,8
32,102,2013,Rest,N50,I1,Herb,13,12,8,8
32,102,2014,Rest,N50,I1,Herb,13,12,8,8
32,102,2015,Rest,N0,I1,Herb,4,4,3,4
32,102,2016,Rest,N0,I0,Herb,3,2,2,2
32,102,2017,Rest,N0,I0,Herb,3,2,2,2
32,102,2018,Rest,N0,I0,Herb,3,2,2,2
20,76,2019,Rest,N75,I1,Shrub,16,17,11,7
20,76,2019,Rest,N75,I2,Shrub,17,19,11,7
20,76,2019,Rest,N75,I2,Herb,20,20,12,8
20,76,2019,Rest,N75,I2,Herb,20,20,12,8
20,76,2019,Rest,N75,I2,Herb,20,20,12,8
20,76,2008,Rest,N75,I1,Herb,19,18,12,8
20,76,2008,Rest,N75,I1,Shrub,16,17,11,7
20,76,2008,Rest,N75,I2,Herb,20,20,12,8
20,76,2014,Rest,N75,I2,Shrub,17,19,11,7
20,76,2014,Rest,N75,I1,Shrub,16,17,11,7
20,76,2014,Rest,N75,I2,Herb,20,20,12,8
20,76,2016,Rest,N75,I0,Shrub,15,15,9,5
20,76,2016,Rest,N75,I2,Shrub,17,19,11,7
20,76,2016,Rest,N75,I2,Herb,20,20,12,8
20,76,2017,Burn,N75,I2,Shrub,17,19,11,7
20,76,2017,Burn,N75,I2,Shrub,17,19,11,7
20,76,2017,Burn,N75,I2,Herb,20,20,12,8
20,76,2017,Burn,N75,I2,Shrub,17,19,11,7
20,76,2017,Burn,N75,I2,Shrub,17,19,11,7
20,76,2017,Burn,N75,I2,Herb,20,20,12,8
20,76,2018,Rest,N75,I2,Shrub,17,19,11,7
20,76,2018,Rest,N75,I1,Shrub,16,17,11,7
20,76,2018,Rest,N75,I2,Herb,20,20,12,8
20,76,2018,Rest,N75,I2,Herb,20,20,12,8
20,76,2018,Rest,N75,I2,Herb,20,20,12,8
20,77,2019,Rest,N75,I2,Herb,20,20,12,8
20,77,2019,Rest,N75,I2,Shrub,17,19,11,7
20,77,2019,Rest,N75,I1,Herb,19,18,12,8
20,77,2019,Rest,N75,I2,Herb,20,20,12,8
20,77,2019,Rest,N75,I2,Herb,20,20,12,8
20,77,2019,Rest,N75,I1,Shrub,16,17,11,7
20,77,2019,Rest,N75,I2,Shrub,17,19,11,7
20,77,2019,Rest,N75,I2,Herb,20,20,12,8
20,77,2019,Rest,N75,I2,Herb,20,20,12,8
20,77,2019,Rest,N75,I2,Herb,20,20,12,8
20,77,2019,Rest,N75,I1,Shrub,16,17,11,7
20,77,2019,Rest,N75,I2,Herb,20,20,12,8
20,77,2008,Rest,N75,I1,Shrub,16,17,11,7
20,77,2008,Rest,N75,I2,Herb,20,20,12,8
20,77,2008,Rest,N75,I1,Herb,19,18,12,8
20,77,2008,Rest,N75,I1,Herb,19,18,12,8
20,77,2008,Rest,N75,I1,Herb,19,18,12,8
20,77,2008,Rest,N75,I2,Herb,20,20,12,8
20,77,2008,Rest,N75,I1,Herb,19,18,12,8
20,77,2008,Rest,N75,I1,Herb,19,18,12,8
20,77,2008,Rest,N75,I1,Herb,19,18,12,8
20,77,2008,Rest,N75,I1,Herb,19,18,12,8
20,77,2008,Rest,N75,I1,Herb,19,18,12,8
20,77,2008,Rest,N75,I1,Herb,19,18,12,8
20,77,2014,Burn,N75,I2,Herb,20,20,12,8
20,77,2014,Burn,N75,I2,Herb,20,20,12,8
20,77,2014,Burn,N75,I2,Herb,20,20,12,8
20,77,2014,Burn,N75,I2,Herb,20,20,12,8
20,77,2014,Burn,N75,I2,Herb,20,20,12,8
20,77,2014,Burn,N75,I1,Herb,19,18,12,8
20,77,2014,Burn,N75,I1,Shrub,16,17,11,7
20,77,2014,Burn,N75,I2,Herb,20,20,12,8
20,77,2014,Burn,N75,I2,Herb,20,20,12,8
20,77,2014,Burn,N75,I1,Herb,19,18,12,8
20,77,2014,Burn,N75,I1,Herb,19,18,12,8
20,77,2014,Burn,N75,I1,Herb,19,18,12,8
20,77,2016,Rest,N75,I1,Herb,19,18,12,8
20,77,2016,Rest,N75,I2,Herb,20,20,12,8
20,77,2016,Rest,N75,I2,Herb,20,20,12,8
20,77,2016,Rest,N75,I1,Herb,19,18,12,8
20,77,2016,Rest,N75,I2,Herb,20,20,12,8
20,77,2016,Rest,N75,I2,Herb,20,20,12,8
20,77,2016,Rest,N75,I2,Herb,20,20,12,8
20,77,2016,Rest,N75,I2,Shrub,17,19,11,7
20,77,2016,Rest,N75,I2,Herb,20,20,12,8
20,77,2016,Rest,N75,I2,Herb,20,20,12,8
20,77,2016,Rest,N75,I1,Herb,19,18,12,8
20,77,2016,Rest,N75,I2,Shrub,17,19,11,7
20,77,2016,Rest,N75,I2,Herb,20,20,12,8
20,77,2017,Rest,N75,I2,Herb,20,20,12,8
20,77,2017,Rest,N75,I2,Herb,20,20,12,8
20,77,2017,Rest,N75,I2,Herb,20,20,12,8
20,77,2017,Rest,N75,I2,Herb,20,20,12,8
20,77,2017,Rest,N75,I2,Herb,20,20,12,8
20,77,2017,Rest,N75,I2,Herb,20,20,12,8
20,77,2017,Rest,N75,I2,Shrub,17,19,11,7
20,77,2017,Rest,N75,I2,Herb,20,20,12,8
20,77,2017,Rest,N75,I2,Herb,20,20,12,8
20,77,2017,Rest,N75,I1,Herb,19,18,12,8
20,77,2017,Rest,N75,I2,Shrub,17,19,11,7
20,77,2017,Rest,N75,I2,Shrub,17,19,11,7
20,77,2018,Rest,N75,I2,Herb,20,20,12,8
20,77,2018,Rest,N75,I2,Herb,20,20,12,8
20,77,2018,Rest,N75,I2,Herb,20,20,12,8
20,77,2018,Rest,N75,I2,Herb,20,20,12,8
20,77,2018,Rest,N75,I1,Herb,19,18,12,8
20,77,2018,Rest,N75,I2,Herb,20,20,12,8
20,77,2018,Rest,N75,I2,Shrub,17,19,11,7
20,77,2018,Rest,N75,I2,Herb,20,20,12,8
20,77,2018,Rest,N75,I2,Herb,20,20,12,8
20,77,2018,Rest,N75,I2,Herb,20,20,12,8
20,77,2018,Rest,N75,I2,Shrub,17,19,11,7
20,77,2018,Rest,N75,I2,Herb,20,20,12,8
21,78,2019,Burn,N75,I2,Herb,20,20,12,8
21,78,2019,Burn,N75,I1,Herb,19,18,12,8
21,78,2019,Burn,N50,I1,Herb,13,12,8,8
21,78,2019,Burn,N75,I2,Herb,20,20,12,8
21,78,2019,Burn,N0,I0,Herb,3,2,2,2
21,78,2013,Burn,N75,I2,Herb,20,20,12,8
21,78,2013,Burn,N50,I0,Herb,12,10,6,6
21,78,2013,Burn,N25,I1,Herb,8,8,8,4
21,78,2016,Rest,N75,I2,Herb,20,20,12,8
21,78,2016,Rest,N50,I0,Herb,12,10,6,6
21,78,2016,Rest,N75,I2,Herb,20,20,12,8
21,79,2019,Rest,N75,I2,Herb,20,20,12,8
21,79,2019,Rest,N0,I1,Herb,4,4,3,4
21,79,2019,Rest,N50,I2,Herb,14,14,8,8
21,79,2019,Rest,N50,I0,Herb,12,10,6,6
21,79,2019,Rest,N75,I1,Herb,19,18,12,8
21,79,2013,Burn,N75,I2,Herb,20,20,12,8
21,79,2013,Burn,N0,I1,Herb,4,4,3,4
21,79,2013,Burn,N75,I2,Herb,20,20,12,8
21,79,2016,Rest,N75,I2,Herb,20,20,12,8
21,79,2016,Rest,N0,I0,Herb,3,2,2,2
21,79,2016,Rest,N75,I1,Herb,19,18,12,8
27,90,2008,Rest,N50,I0,Herb,12,10,6,6
27,90,2008,Rest,N50,I0,Shrub,9,9,5,5
27,90,2009,Burn,N75,I0,Herb,18,16,10,6
27,90,2009,Burn,N75,I1,Herb,19,18,12,8
27,90,2014,Rest,N75,I1,Herb,19,18,12,8
27,90,2014,Rest,N75,I1,Herb,19,18,12,8
27,90,2014,Rest,N50,I0,Shrub,9,9,5,5
27,90,2017,Rest,N75,I0,Herb,18,16,10,6
27,90,2017,Rest,N75,I1,Shrub,16,17,11,7
27,90,2017,Rest,N75,I0,Shrub,15,15,9,5
27,91,2008,Rest,N75,I0,Herb,18,16,10,6
27,91,2009,Rest,N75,I1,Herb,19,18,12,8
27,91,2009,Rest,N75,I1,Herb,19,18,12,8
27,91,2014,Rest,N75,I1,Herb,19,18,12,8
27,91,2014,Rest,N75,I1,Herb,19,18,12,8
27,91,2017,Rest,N75,I2,Herb,20,20,12,8
27,91,2017,Rest,N75,I1,Herb,19,18,12,8
56,160,2014,Rest,N50,I1,Herb,13,12,8,8
56,160,2014,Rest,N50,I2,Herb,14,14,8,8
56,160,2014,Rest,N50,I2,Herb,14,14,8,8
56,160,2014,Rest,N50,I1,Herb,13,12,8,8
56,160,2014,Rest,N50,I2,Herb,14,14,8,8
22,81,2009,Rest,N75,I1,Herb,19,18,12,8
22,81,2009,Rest,N75,I2,Herb,20,20,12,8
22,81,2009,Rest,N75,I2,Herb,20,20,12,8
22,81,2015,Burn,N75,I1,Herb,19,18,12,8
22,81,2015,Burn,N75,I2,Herb,20,20,12,8
22,81,2015,Burn,N75,I2,Herb,20,20,12,8
22,81,2015,Burn,N75,I1,Herb,19,18,12,8
22,81,2015,Burn,N75,I2,Herb,20,20,12,8
22,81,2018,Rest,N75,I1,Herb,19,18,12,8
22,81,2018,Rest,N75,I1,Herb,19,18,12,8
22,81,2018,Rest,N75,I2,Herb,20,20,12,8
22,81,2018,Rest,N75,I1,Herb,19,18,12,8
22,81,2018,Rest,N75,I1,Herb,19,18,12,8
22,82,2009,Rest,N75,I1,Herb,19,18,12,8
22,82,2009,Rest,N75,I0,Herb,18,16,10,6
22,82,2009,Rest,N75,I1,Herb,19,18,12,8
22,82,2009,Rest,N75,I0,Herb,18,16,10,6
22,82,2009,Rest,N75,I1,Herb,19,18,12,8
22,82,2015,Burn,N75,I1,Herb,19,18,12,8
22,82,2015,Burn,N0,I0,Herb,3,2,2,2
22,82,2015,Burn,N75,I1,Herb,19,18,12,8
22,82,2015,Burn,N75,I1,Shrub,16,17,11,7
22,82,2015,Burn,N50,I1,Herb,13,12,8,8
22,82,2018,Rest,N75,I1,Herb,19,18,12,8
22,82,2018,Rest,N0,I0,Herb,3,2,2,2
22,82,2018,Rest,N50,I1,Herb,13,12,8,8
22,82,2018,Rest,N75,I1,Shrub,16,17,11,7
22,82,2018,Rest,N50,I1,Herb,13,12,8,8
22,83,2009,Rest,N75,I0,Herb,18,16,10,6
22,83,2009,Rest,N75,I2,Herb,20,20,12,8
22,83,2015,Burn,N75,I1,Herb,19,18,12,8
22,83,2015,Burn,N75,I1,Shrub,16,17,11,7
22,83,2015,Burn,N75,I1,Herb,19,18,12,8
22,83,2015,Burn,N75,I1,Herb,19,18,12,8
22,83,2015,Burn,N75,I1,Herb,19,18,12,8
22,83,2018,Rest,N75,I1,Herb,19,18,12,8
22,83,2018,Rest,N75,I0,Shrub,15,15,9,5
22,83,2018,Rest,N75,I0,Herb,18,16,10,6
22,83,2018,Rest,N75,I1,Herb,19,18,12,8
22,83,2018,Rest,N75,I1,Herb,19,18,12,8
22,84,2009,Rest,N75,I2,Herb,20,20,12,8
22,84,2009,Rest,N75,I2,Herb,20,20,12,8
22,84,2009,Rest,N75,I1,Herb,19,18,12,8
22,84,2009,Rest,N75,I1,Herb,19,18,12,8
22,84,2015,Burn,N75,I1,Herb,19,18,12,8
22,84,2015,Burn,N75,I0,Herb,18,16,10,6
22,84,2015,Burn,N75,I2,Herb,20,20,12,8
22,84,2015,Burn,N75,I1,Herb,19,18,12,8
22,84,2015,Burn,N75,I1,Herb,19,18,12,8
22,84,2018,Rest,N75,I1,Herb,19,18,12,8
22,84,2018,Rest,N75,I1,Herb,19,18,12,8
22,84,2018,Rest,N75,I1,Herb,19,18,12,8
22,84,2018,Rest,N75,I0,Herb,18,16,10,6
22,84,2018,Rest,N75,I1,Herb,19,18,12,8
16,70,2009,Rest,N75,I0,Shrub,15,15,9,5
16,70,2009,Rest,N75,I1,Herb,19,18,12,8
16,70,2009,Rest,N75,I0,Shrub,15,15,9,5
16,70,2009,Rest,N75,I1,Shrub,16,17,11,7
16,70,2009,Rest,N75,I1,Shrub,16,17,11,7
16,70,2009,Rest,N75,I0,Shrub,15,15,9,5
16,70,2009,Rest,N75,I0,Shrub,15,15,9,5
16,70,2009,Rest,N75,I1,Shrub,16,17,11,7
16,70,2009,Rest,N75,I0,Shrub,15,15,9,5
16,70,2009,Rest,N75,I0,Shrub,15,15,9,5
16,70,2009,Rest,N75,I0,Shrub,15,15,9,5
16,70,2009,Rest,N75,I0,Shrub,15,15,9,5
16,70,2009,Rest,N75,I0,Shrub,15,15,9,5
16,70,2009,Rest,N75,I1,Herb,19,18,12,8
16,70,2009,Rest,N75,I0,Herb,18,16,10,6
16,70,2009,Rest,N75,I0,Shrub,15,15,9,5
16,70,2009,Rest,N75,I0,Shrub,15,15,9,5
16,70,2009,Rest,N75,I0,Shrub,15,15,9,5
16,70,2009,Rest,N75,I0,Shrub,15,15,9,5
16,70,2009,Rest,N75,I0,Shrub,15,15,9,5
16,70,2015,Burn,N75,I0,Shrub,15,15,9,5
16,70,2015,Burn,N75,I1,Shrub,16,17,11,7
16,70,2015,Burn,N75,I0,Shrub,15,15,9,5
16,70,2015,Burn,N75,I0,Shrub,15,15,9,5
16,70,2015,Burn,N75,I1,Herb,19,18,12,8
16,70,2015,Burn,N75,I0,Shrub,15,15,9,5
16,70,2015,Burn,N75,I0,Shrub,15,15,9,5
16,70,2015,Burn,N75,I2,Shrub,17,19,11,7
16,70,2015,Burn,N75,I0,Shrub,15,15,9,5
16,70,2015,Burn,N75,I1,Herb,19,18,12,8
16,70,2018,Burn,N75,I0,Shrub,15,15,9,5
16,70,2018,Burn,N75,I0,Shrub,15,15,9,5
16,70,2018,Burn,N75,I1,Shrub,16,17,11,7
16,70,2018,Burn,N75,I0,Shrub,15,15,9,5
10,56,2008,Rest,N75,I1,Herb,19,18,12,8
10,56,2008,Rest,N75,I2,Herb,20,20,12,8
10,56,2010,Rest,N25,I0,Herb,7,6,6,2
10,56,2010,Rest,N75,I1,Shrub,16,17,11,7
10,56,2011,Burn,N25,I0,Herb,7,6,6,2
10,56,2011,Burn,N75,I1,Herb,19,18,12,8
10,56,2012,Rest,N50,I0,Herb,12,10,6,6
10,56,2012,Rest,N75,I1,Herb,19,18,12,8
10,56,2013,Rest,N25,I0,Herb,7,6,6,2
10,56,2013,Rest,N75,I1,Herb,19,18,12,8
10,56,2013,Rest,N75,I1,Herb,19,18,12,8
10,57,2013,Burn,N75,I1,Herb,19,18,12,8
10,57,2013,Burn,N75,I1,Herb,19,18,12,8
10,57,2013,Burn,N75,I1,Herb,19,18,12,8
10,57,2013,Burn,N75,I1,Herb,19,18,12,8
10,57,2013,Burn,N75,I1,Herb,19,18,12,8
10,57,2014,Rest,N75,I1,Herb,19,18,12,8
10,57,2014,Rest,N75,I1,Herb,19,18,12,8
10,57,2014,Rest,N75,I1,Herb,19,18,12,8
10,57,2014,Rest,N75,I1,Herb,19,18,12,8
10,57,2014,Rest,N75,I1,Herb,19,18,12,8
10,57,2014,Rest,N75,I1,Herb,19,18,12,8
10,57,2014,Rest,N75,I0,Herb,18,16,10,6
10,57,2014,Rest,N75,I1,Herb,19,18,12,8
10,57,2014,Rest,N50,I1,Shrub,10,11,7,7
10,57,2014,Rest,N75,I1,Herb,19,18,12,8
10,57,2014,Rest,N75,I1,Herb,19,18,12,8
10,57,2014,Rest,N75,I1,Herb,19,18,12,8
10,57,2014,Rest,N75,I1,Herb,19,18,12,8
10,57,2014,Rest,N75,I2,Herb,20,20,12,8
10,57,2014,Rest,N75,I1,Herb,19,18,12,8
10,57,2015,Rest,N75,I1,Herb,19,18,12,8
10,57,2015,Rest,N75,I2,Herb,20,20,12,8
10,57,2015,Rest,N75,I1,Herb,19,18,12,8
10,57,2015,Rest,N75,I1,Herb,19,18,12,8
10,57,2015,Rest,N75,I1,Herb,19,18,12,8
10,57,2015,Rest,N75,I1,Herb,19,18,12,8
10,57,2015,Rest,N75,I0,Herb,18,16,10,6
10,57,2015,Rest,N75,I1,Herb,19,18,12,8
10,57,2015,Rest,N75,I1,Shrub,16,17,11,7
10,57,2015,Rest,N75,I1,Herb,19,18,12,8
10,57,2015,Rest,N75,I2,Herb,20,20,12,8
10,57,2015,Rest,N75,I1,Herb,19,18,12,8
10,57,2015,Rest,N75,I1,Herb,19,18,12,8
10,57,2015,Rest,N75,I1,Herb,19,18,12,8
10,57,2015,Rest,N75,I1,Herb,19,18,12,8
10,58,2008,Rest,N75,I2,Herb,20,20,12,8
10,58,2008,Rest,N75,I1,Herb,19,18,12,8
10,58,2010,Burn,N75,I2,Shrub,17,19,11,7
10,58,2010,Burn,N75,I2,Herb,20,20,12,8
10,58,2011,Rest,N75,I2,Herb,20,20,12,8
10,58,2011,Rest,N75,I2,Herb,20,20,12,8
10,58,2012,Rest,N75,I2,Shrub,17,19,11,7
10,58,2012,Rest,N75,I2,Herb,20,20,12,8
10,58,2013,Rest,N75,I2,Herb,20,20,12,8
10,58,2013,Rest,N75,I2,Herb,20,20,12,8
10,58,2014,Burn,N75,I2,Shrub,17,19,11,7
10,58,2014,Burn,N75,I2,Herb,20,20,12,8
10,58,2014,Burn,N75,I1,Herb,19,18,12,8
10,58,2014,Burn,N75,I2,Herb,20,20,12,8
10,58,2014,Burn,N75,I2,Herb,20,20,12,8
10,58,2014,Burn,N75,I2,Herb,20,20,12,8
10,58,2014,Burn,N75,I2,Herb,20,20,12,8
10,58,2014,Burn,N75,I2,Herb,20,20,12,8
10,58,2014,Burn,N75,I2,Herb,20,20,12,8
10,58,2014,Burn,N75,I1,Herb,19,18,12,8
10,58,2014,Burn,N75,I2,Herb,20,20,12,8
10,58,2014,Burn,N75,I2,Herb,20,20,12,8
10,58,2014,Burn,N75,I2,Herb,20,20,12,8
10,58,2015,Rest,N75,I2,Herb,20,20,12,8
10,58,2015,Rest,N75,I2,Herb,20,20,12,8
10,58,2015,Rest,N75,I2,Herb,20,20,12,8
10,58,2015,Rest,N75,I2,Herb,20,20,12,8
10,58,2015,Rest,N75,I1,Herb,19,18,12,8
10,58,2015,Rest,N75,I2,Herb,20,20,12,8
10,58,2015,Rest,N75,I2,Herb,20,20,12,8
10,58,2015,Rest,N75,I2,Herb,20,20,12,8
10,58,2015,Rest,N75,I2,Herb,20,20,12,8
10,58,2015,Rest,N75,I1,Herb,19,18,12,8
10,58,2015,Rest,N75,I2,Herb,20,20,12,8
10,58,2015,Rest,N75,I2,Herb,20,20,12,8
10,58,2015,Rest,N75,I2,Herb,20,20,12,8
10,59,2008,Rest,N75,I2,Herb,20,20,12,8
10,59,2008,Rest,N75,I1,Herb,19,18,12,8
10,59,2010,Rest,N75,I1,Herb,19,18,12,8
10,59,2010,Rest,N75,I1,Herb,19,18,12,8
10,59,2011,Rest,N75,I1,Herb,19,18,12,8
10,59,2011,Rest,N75,I1,Herb,19,18,12,8
10,59,2012,Burn,N75,I1,Herb,19,18,12,8
10,59,2012,Burn,N75,I0,Herb,18,16,10,6
10,59,2013,Rest,N75,I1,Herb,19,18,12,8
10,59,2013,Rest,N75,I0,Herb,18,16,10,6
10,59,2013,Rest,N75,I0,Herb,18,16,10,6
23,86,2019,Rest,N50,I0,Shrub,9,9,5,5
23,86,2019,Rest,N75,I1,Shrub,16,17,11,7
23,86,2019,Rest,N50,I0,Shrub,9,9,5,5
23,86,2019,Rest,N50,I0,Shrub,9,9,5,5
23,86,2019,Rest,N50,I1,Shrub,10,11,7,7
23,86,2019,Rest,N25,I1,Shrub,6,7,7,3
23,86,2019,Rest,N75,I1,Shrub,16,17,11,7
23,86,2009,Rest,N50,I1,Herb,13,12,8,8
23,86,2009,Rest,N50,I2,Herb,14,14,8,8
23,86,2009,Rest,N25,I2,Herb,8,8,8,4
23,86,2009,Rest,N50,I2,Herb,14,14,8,8
23,86,2009,Rest,N50,I1,Herb,13,12,8,8
23,86,2009,Rest,N50,I2,Herb,14,14,8,8
23,86,2010,Rest,N50,I2,Herb,14,14,8,8
23,86,2010,Rest,N50,I2,Herb,14,14,8,8
23,86,2010,Rest,N50,I2,Herb,14,14,8,8
23,86,2010,Rest,N50,I2,Herb,14,14,8,8
23,86,2016,Burn,N75,I1,Herb,19,18,12,8
23,86,2016,Burn,N75,I1,Herb,19,18,12,8
23,86,2016,Burn,N50,I2,Shrub,11,13,7,7
23,86,2016,Burn,N75,I1,Herb,19,18,12,8
23,86,2016,Burn,N75,I2,Herb,20,20,12,8
23,86,2016,Burn,N50,I2,Herb,14,14,8,8
23,86,2016,Burn,N75,I2,Shrub,17,19,11,7
5,32,2019,Burn,N50,I0,Herb,12,10,6,6
5,32,2019,Burn,N50,I1,Shrub,10,11,7,7
5,32,2019,Burn,N75,I1,Herb,19,18,12,8
5,32,2019,Burn,N75,I1,Herb,19,18,12,8
5,32,2019,Burn,N50,I2,Herb,14,14,8,8
5,32,2019,Burn,N50,I1,Herb,13,12,8,8
5,32,2019,Burn,N50,I1,Herb,13,12,8,8
5,32,2019,Burn,N75,I1,Herb,19,18,12,8
5,32,2019,Burn,N75,I2,Herb,20,20,12,8
5,32,2019,Burn,N75,I1,Herb,19,18,12,8
5,32,2019,Burn,N50,I1,Herb,13,12,8,8
5,32,2019,Burn,N75,I2,Herb,20,20,12,8
5,32,2019,Burn,N50,I1,Herb,13,12,8,8
5,32,2019,Burn,N50,I0,Herb,12,10,6,6
5,32,2019,Burn,N50,I2,Herb,14,14,8,8
5,32,2008,Burn,N75,I0,Herb,18,16,10,6
5,32,2008,Burn,N75,I2,Herb,20,20,12,8
5,32,2008,Burn,N75,I1,Herb,19,18,12,8
5,32,2008,Burn,N75,I1,Herb,19,18,12,8
5,32,2008,Burn,N75,I1,Herb,19,18,12,8
5,32,2008,Burn,N75,I1,Herb,19,18,12,8
5,32,2008,Burn,N25,I1,Herb,8,8,8,4
5,32,2008,Burn,N75,I0,Herb,18,16,10,6
5,32,2008,Burn,N75,I1,Shrub,16,17,11,7
5,32,2008,Burn,N75,I0,Herb,18,16,10,6
5,32,2008,Burn,N75,I1,Herb,19,18,12,8
5,32,2008,Burn,N75,I1,Herb,19,18,12,8
5,32,2008,Burn,N75,I1,Herb,19,18,12,8
5,32,2008,Burn,N75,I1,Herb,19,18,12,8
5,32,2008,Burn,N75,I2,Shrub,17,19,11,7
5,32,2011,Rest,N75,I0,Herb,18,16,10,6
5,32,2011,Rest,N75,I1,Shrub,16,17,11,7
5,32,2011,Rest,N75,I1,Herb,19,18,12,8
5,32,2011,Rest,N75,I1,Shrub,16,17,11,7
5,32,2011,Rest,N75,I1,Herb,19,18,12,8
5,32,2011,Rest,N75,I1,Herb,19,18,12,8
5,32,2011,Rest,N75,I0,Herb,18,16,10,6
5,32,2011,Rest,N75,I0,Herb,18,16,10,6
5,32,2011,Rest,N75,I2,Shrub,17,19,11,7
5,32,2011,Rest,N75,I1,Herb,19,18,12,8
5,32,2011,Rest,N75,I1,Herb,19,18,12,8
5,32,2011,Rest,N75,I2,Shrub,17,19,11,7
5,32,2011,Rest,N75,I1,Herb,19,18,12,8
5,32,2011,Rest,N75,I0,Herb,18,16,10,6
5,32,2011,Rest,N75,I1,Shrub,16,17,11,7
5,32,2014,Rest,N75,I0,Herb,18,16,10,6
5,32,2014,Rest,N75,I1,Shrub,16,17,11,7
5,32,2014,Rest,N75,I2,Shrub,17,19,11,7
5,32,2014,Rest,N75,I1,Shrub,16,17,11,7
5,32,2014,Rest,N75,I1,Herb,19,18,12,8
5,32,2014,Rest,N75,I1,Herb,19,18,12,8
5,32,2014,Rest,N75,I0,Herb,18,16,10,6
5,32,2014,Rest,N75,I1,Herb,19,18,12,8
5,32,2014,Rest,N75,I1,Shrub,16,17,11,7
5,32,2014,Rest,N75,I1,Herb,19,18,12,8
5,32,2014,Rest,N75,I1,Herb,19,18,12,8
5,32,2014,Rest,N75,I2,Shrub,17,19,11,7
5,32,2014,Rest,N75,I1,Herb,19,18,12,8
5,32,2014,Rest,N75,I1,Herb,19,18,12,8
5,32,2014,Rest,N75,I2,Shrub,17,19,11,7
5,34,2019,Rest,N50,I0,Herb,12,10,6,6
5,34,2019,Rest,N50,I1,Herb,13,12,8,8
5,34,2019,Rest,N75,I0,Herb,18,16,10,6
5,34,2019,Rest,N25,I1,Herb,8,8,8,4
5,34,2019,Rest,N50,I1,Herb,13,12,8,8
5,34,2019,Rest,N50,I0,Herb,12,10,6,6
5,34,2019,Rest,N50,I0,Shrub,9,9,5,5
5,34,2019,Rest,N75,I0,Herb,18,16,10,6
5,34,2019,Rest,N50,I0,Herb,12,10,6,6
5,34,2019,Rest,N75,I2,Herb,20,20,12,8
5,34,2019,Rest,N50,I1,Herb,13,12,8,8
5,34,2019,Rest,N50,I0,Herb,12,10,6,6
5,34,2008,Rest,N75,I0,Herb,18,16,10,6
5,34,2008,Rest,N75,I1,Herb,19,18,12,8
5,34,2008,Rest,N75,I0,Herb,18,16,10,6
5,34,2008,Rest,N75,I1,Herb,19,18,12,8
5,34,2008,Rest,N75,I0,Herb,18,16,10,6
5,34,2008,Rest,N75,I0,Herb,18,16,10,6
5,34,2008,Rest,N75,I1,Shrub,16,17,11,7
5,34,2008,Rest,N75,I0,Herb,18,16,10,6
5,34,2008,Rest,N75,I1,Herb,19,18,12,8
5,34,2008,Rest,N75,I2,Herb,20,20,12,8
5,34,2008,Rest,N75,I0,Herb,18,16,10,6
5,34,2008,Rest,N75,I0,Herb,18,16,10,6
5,34,2008,Rest,N75,I1,Herb,19,18,12,8
5,34,2011,Burn,N75,I0,Herb,18,16,10,6
5,34,2011,Burn,N75,I1,Herb,19,18,12,8
5,34,2011,Burn,N75,I0,Herb,18,16,10,6
5,34,2011,Burn,N75,I0,Herb,18,16,10,6
5,34,2011,Burn,N75,I1,Herb,19,18,12,8
5,34,2011,Burn,N75,I1,Herb,19,18,12,8
5,34,2011,Burn,N75,I1,Herb,19,18,12,8
5,34,2011,Burn,N75,I0,Herb,18,16,10,6
5,34,2011,Burn,N75,I1,Herb,19,18,12,8
5,34,2011,Burn,N75,I0,Herb,18,16,10,6
5,34,2011,Burn,N75,I0,Herb,18,16,10,6
5,34,2011,Burn,N75,I0,Shrub,15,15,9,5
5,34,2014,Rest,N75,I1,Herb,19,18,12,8
5,34,2014,Rest,N75,I1,Herb,19,18,12,8
5,34,2014,Rest,N75,I0,Herb,18,16,10,6
5,34,2014,Rest,N75,I0,Herb,18,16,10,6
5,34,2014,Rest,N75,I1,Herb,19,18,12,8
5,34,2014,Rest,N50,I0,Shrub,9,9,5,5
5,34,2014,Rest,N75,I1,Shrub,16,17,11,7
5,34,2014,Rest,N75,I0,Shrub,15,15,9,5
5,34,2014,Rest,N75,I0,Shrub,15,15,9,5
5,34,2014,Rest,N75,I0,Shrub,15,15,9,5
5,34,2014,Rest,N75,I0,Herb,18,16,10,6
5,34,2014,Rest,N75,I0,Herb,18,16,10,6
5,34,2014,Rest,N75,I0,Shrub,15,15,9,5
5,38,2019,Rest,N75,I1,Herb,19,18,12,8
5,38,2019,Rest,N50,I1,Herb,13,12,8,8
5,38,2019,Rest,N50,I0,Herb,12,10,6,6
5,38,2019,Rest,N75,I1,Herb,19,18,12,8
5,38,2019,Rest,N50,I1,Herb,13,12,8,8
5,38,2019,Rest,N50,I0,Herb,12,10,6,6
5,38,2019,Rest,N50,I1,Herb,13,12,8,8
5,38,2019,Rest,N50,I1,Herb,13,12,8,8
